pr_number,total_commits,human_commits,bot_commits,agent_commits,pattern,contributors,pr_title,pr_created_at,pr_merged_at,error
4704,1,1,0,0,human_only,human,fix: prompt caching,2024-11-02 03:36:18+00:00,2024-11-02 11:21:21+00:00,
4703,1,0,0,1,agent_only,agent,"Fix issue #4700: Cache google sheet contents, so they're retrieved no more than once per minute",2024-11-02 01:42:24+00:00,,
4702,1,0,0,1,agent_only,agent,Fix issue #4701: [Bug]: Too many calls to /authenticate,2024-11-02 01:40:46+00:00,,
4699,5,5,0,0,human_only,human,Minor auth fixes,2024-11-01 23:06:18+00:00,2024-11-02 01:33:30+00:00,
4698,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group across 1 directory with 18 updates,2024-11-01 22:59:01+00:00,,
4697,1,0,0,1,agent_only,agent,"Fix issue #4695: [Bug]: Dependabot PRs fail on ""Update PR Description"" github action step",2024-11-01 22:50:28+00:00,2024-11-02 01:32:32+00:00,
4696,10,10,0,0,human_only,human,Refactor EventStream to use single-file storage,2024-11-01 22:32:36+00:00,,
4693,1,0,0,1,agent_only,agent,Fix issue #4692: [Bug]: Slack link no longer working,2024-11-01 22:07:07+00:00,2024-11-01 23:34:20+00:00,
4691,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group across 1 directory with 17 updates,2024-11-01 19:07:03+00:00,,
4690,1,1,0,0,human_only,human,fix: handle the case where LLM assistant return None instead of empty string,2024-11-01 18:39:11+00:00,2024-11-01 19:13:01+00:00,
4689,1,1,0,0,human_only,human,feat(frontend): Make loader synchronous,2024-11-01 18:16:42+00:00,2024-11-04 09:26:30+00:00,
4688,25,24,0,1,hybrid,"human, agent",Add event search endpoint with pagination and filtering,2024-11-01 18:07:11+00:00,2024-11-26 17:18:02+00:00,
4687,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group across 1 directory with 16 updates,2024-11-01 15:45:09+00:00,,
4686,18,18,0,0,human_only,human,Fix authentication,2024-11-01 15:24:52+00:00,2024-11-01 17:54:06+00:00,
4685,1,0,1,0,bot_only,bot,chore(deps-dev): bump the eslint group in /frontend with 6 updates,2024-11-01 14:16:51+00:00,,
4684,1,1,0,0,human_only,human,Update README.md,2024-11-01 14:11:13+00:00,,
4682,1,0,0,1,agent_only,agent,[openhands] ALL-621: Fix race condition in file content loading,2024-11-01 13:26:27+00:00,,
4681,4,4,0,0,human_only,human,instruct the agent to comment less,2024-11-01 12:36:02+00:00,2024-11-07 21:21:48+00:00,
4679,2,2,0,0,human_only,human,Update README.md w/ github resolver link,2024-11-01 12:15:50+00:00,2024-11-01 13:07:35+00:00,
4674,1,1,0,0,human_only,human,Fix images in docker run command for PRs,2024-11-01 03:41:26+00:00,2024-11-05 15:50:24+00:00,
4671,16,9,0,7,hybrid,"human, agent",Add Google Sheets integration for GitHub user verification,2024-10-31 23:52:03+00:00,2024-11-01 22:17:15+00:00,
4670,7,7,0,0,human_only,human,Refactor Session class methods for better maintainability,2024-10-31 21:23:55+00:00,,
4669,4,4,0,0,human_only,human,Fix agent session error in logs,2024-10-31 21:11:07+00:00,2024-11-01 02:50:56+00:00,
4668,2,2,0,0,human_only,human,Fix : app unresponsive on startup,2024-10-31 20:41:00+00:00,2024-10-31 21:30:33+00:00,
4667,23,23,0,0,human_only,human,"feat(agent, CodeAct 2.2): native CodeAct support for Browsing",2024-10-31 19:34:28+00:00,2024-11-04 16:27:28+00:00,
4666,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group across 1 directory with 15 updates,2024-10-31 18:41:53+00:00,,
4665,1,1,0,0,human_only,human,Fix unawaited,2024-10-31 18:40:52+00:00,2024-10-31 19:16:38+00:00,
4663,1,1,0,0,human_only,human,dont run pr update on forks,2024-10-31 17:15:01+00:00,2024-10-31 17:55:50+00:00,
4662,1,0,0,1,agent_only,agent,refactor: remove unused methods and constants from Session class,2024-10-31 16:47:29+00:00,2024-10-31 20:55:37+00:00,
4661,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group across 1 directory with 14 updates,2024-10-31 15:44:45+00:00,,
4659,3,3,0,0,human_only,human,fix(frontend): Prevent editor from changing width unpredictably,2024-10-31 15:06:03+00:00,2024-11-01 12:04:40+00:00,
4658,4,0,0,4,agent_only,agent,Fix issue #4653: [Bug]: AI Provider Configuration UI is showing Sonnet 20241022 twice,2024-10-31 14:18:47+00:00,,
4657,1,0,1,0,bot_only,bot,chore(deps-dev): bump the eslint group in /frontend with 6 updates,2024-10-31 14:15:24+00:00,,
4656,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group across 1 directory with 14 updates,2024-10-31 13:51:47+00:00,,
4655,9,9,0,0,human_only,human,feat: Analytics with PostHog,2024-10-31 09:22:05+00:00,2024-11-04 09:57:56+00:00,
4652,1,1,0,0,human_only,human,issue/4599-add cursor position information down inside the editor area.,2024-10-31 02:34:06+00:00,,
4650,1,1,0,0,human_only,human,Release 0.12.0,2024-10-30 21:01:34+00:00,2024-10-31 13:14:01+00:00,
4649,2,2,0,0,human_only,human,fix(eval): SWE-Bench instance with upper-case instance id,2024-10-30 20:48:34+00:00,2024-10-30 21:24:18+00:00,
4648,4,3,0,1,hybrid,"human, agent",Remove console leak,2024-10-30 19:56:21+00:00,2024-10-30 20:33:42+00:00,
4646,1,1,0,0,human_only,human,add login logs,2024-10-30 18:48:49+00:00,,
4645,20,20,0,0,human_only,human,[eval] Add ScienceAgentBench.,2024-10-30 18:48:29+00:00,2024-10-31 18:30:55+00:00,
4644,4,4,0,0,human_only,human,Fix old string serializer,2024-10-30 18:34:48+00:00,2024-10-30 19:26:26+00:00,
4642,16,11,0,5,hybrid,"human, agent",Add cookie-based authentication to all routes,2024-10-30 18:07:14+00:00,2024-10-31 19:18:42+00:00,
4641,1,1,0,0,human_only,human,Fix Openrouter,2024-10-30 17:56:39+00:00,2024-10-30 18:31:24+00:00,
4639,1,1,0,0,human_only,human,minor cleanup in readme,2024-10-30 17:37:07+00:00,2024-10-30 19:32:36+00:00,
4638,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group across 1 directory with 13 updates,2024-10-30 17:09:58+00:00,,
4637,7,5,0,2,hybrid,"human, agent","[Agent, resolve #4636]: Add linting support to file editor",2024-10-30 16:45:03+00:00,,
4635,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group across 1 directory with 9 updates,2024-10-30 15:50:45+00:00,,
4634,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group across 1 directory with 9 updates,2024-10-30 15:05:49+00:00,,
4633,1,0,1,0,bot_only,bot,chore(deps-dev): bump the eslint group in /frontend with 6 updates,2024-10-30 14:55:45+00:00,,
4632,1,1,0,0,human_only,human,chore: bump the litellm version,2024-10-30 14:37:16+00:00,2024-10-30 15:16:10+00:00,
4631,8,6,0,2,hybrid,"human, agent",Fix issue #4629: [Bug]: Replace claude-3-5-sonnet-20240620 with claude-3-5-sonnet-20241022,2024-10-30 12:50:33+00:00,2024-10-30 17:16:04+00:00,
4630,1,0,0,1,agent_only,agent,Fix issue #4629: [Bug]: Replace claude-3-5-sonnet-20240620 with claude-3-5-sonnet-20241022,2024-10-30 12:34:51+00:00,,
4628,4,1,0,3,hybrid,"human, agent",test(runtime) #4623: file permission when running the file_editor,2024-10-30 11:46:13+00:00,2024-10-30 20:34:35+00:00,
4627,14,13,0,1,hybrid,"human, agent",[Eval] DiscoveryBench OpenHands Integration,2024-10-30 10:57:48+00:00,2024-11-02 11:24:34+00:00,
4626,10,8,0,2,hybrid,"human, agent",issue/4599-add cursor position information down inside the editor area.,2024-10-30 02:36:54+00:00,,
4625,5,3,0,2,hybrid,"human, agent",Increase share popup duration from 5s to 10s,2024-10-29 23:22:08+00:00,2024-10-30 14:14:28+00:00,
4624,4,3,0,1,hybrid,"human, agent",Refactor CORS middleware and enhance localhost handling,2024-10-29 22:33:57+00:00,2024-10-30 14:46:22+00:00,
4622,4,4,0,0,human_only,human,feat: provide directory information to the agent from FE,2024-10-29 22:26:10+00:00,2024-10-30 05:10:47+00:00,
4621,2,2,0,0,human_only,human,Feature: Any Port in a (Local) Storm,2024-10-29 22:15:12+00:00,,
4620,4,3,0,1,hybrid,"human, agent","chore: do not include ""status"" dict in share-openhands",2024-10-29 21:19:26+00:00,2024-10-31 12:35:35+00:00,
4619,2,2,0,0,human_only,human,safer model info access,2024-10-29 21:02:45+00:00,2024-10-29 21:44:51+00:00,
4618,1,1,0,0,human_only,human,fix(FE): do not share hidden events which may contains GITHUB TOKEN,2024-10-29 20:58:59+00:00,,
4617,10,6,0,4,hybrid,"human, agent",fix(llm): fallback when model is out of function calling supported list,2024-10-29 20:12:40+00:00,2024-10-30 17:54:51+00:00,
4616,1,0,0,1,agent_only,agent,Fix issue #4604: '[Bug]: Disable function calling for DeepSeek',2024-10-29 20:11:23+00:00,,
4612,4,3,0,1,hybrid,"human, agent",change default model to 3.5 sonnet new,2024-10-29 16:37:48+00:00,2024-10-29 17:43:25+00:00,
4610,1,0,1,0,bot_only,bot,chore(deps-dev): bump the eslint group in /frontend with 6 updates,2024-10-29 14:50:51+00:00,,
4609,9,8,0,1,hybrid,"human, agent",Doc Update : Troubleshooting docker engine,2024-10-29 14:39:58+00:00,2024-10-30 14:47:04+00:00,
4608,4,3,0,1,hybrid,"human, agent",feat: Add automatic translation updater script,2024-10-29 14:08:03+00:00,2024-10-29 17:05:01+00:00,
4603,3,3,0,0,human_only,human,feat(frontend): Add a better auth flow and UI handling,2024-10-29 09:05:56+00:00,2024-10-30 17:38:43+00:00,
4601,1,1,0,0,human_only,human,feat: Extend error handling for the UI,2024-10-29 06:34:50+00:00,,
4600,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group across 1 directory with 6 updates,2024-10-29 03:40:19+00:00,,
4598,19,19,0,0,human_only,human,feat(runtime): Add prototype Runloop runtime impl,2024-10-28 23:32:34+00:00,2024-11-09 04:40:31+00:00,
4597,21,19,0,2,hybrid,"human, agent",Remove hidden commands from feedback,2024-10-28 20:11:59+00:00,2024-10-31 15:49:47+00:00,
4596,1,1,0,0,human_only,human,fix(frontend): Record events sent to WS,2024-10-28 15:19:46+00:00,2024-10-28 15:53:32+00:00,
4594,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group with 6 updates,2024-10-28 14:54:51+00:00,,
4593,1,0,1,0,bot_only,bot,chore(deps-dev): bump the eslint group in /frontend with 6 updates,2024-10-28 14:17:14+00:00,,
4591,1,1,0,0,human_only,human,Simplify makefile,2024-10-28 13:11:26+00:00,2024-10-28 17:10:32+00:00,
4590,1,1,0,0,human_only,human,chore(frontend): Remove root level `package.json`,2024-10-28 08:32:24+00:00,2024-10-28 12:42:18+00:00,
4589,2,2,0,0,human_only,human,fix(runtime): only accept one request at a time for exec action requests,2024-10-28 02:02:54+00:00,2024-10-29 15:48:50+00:00,
4588,3,3,0,0,human_only,human,feat: Extend EventStreamRuntime to support attaching to running containers,2024-10-28 01:03:35+00:00,,
4587,6,6,0,0,human_only,human,feat(controller): support agent producing multiple actions per step,2024-10-27 20:56:31+00:00,,
4585,1,1,0,0,human_only,human,Remove verbose log from agent controller,2024-10-27 15:19:45+00:00,2024-10-27 15:50:23+00:00,
4584,5,2,0,3,hybrid,"human, agent",[Arch proposal] ENVIRONMENT event source,2024-10-27 11:52:07+00:00,2024-10-31 18:33:13+00:00,
4582,2,2,0,0,human_only,human,Compatibility for renamed attribute,2024-10-27 02:38:40+00:00,2024-10-28 22:06:22+00:00,
4580,3,3,0,0,human_only,human,fix(builder): Build the runtime with docker version that contains (-) in the version name,2024-10-27 00:57:30+00:00,2024-10-27 01:54:52+00:00,
4579,1,1,0,0,human_only,human,fix(controller): stop when run into loop,2024-10-26 23:22:16+00:00,2024-10-27 00:40:58+00:00,
4578,9,9,0,0,human_only,human,[Experimental] Integrate repomap,2024-10-26 15:37:47+00:00,,
4577,4,3,0,1,hybrid,"human, agent",Fix bug in file switching,2024-10-26 13:00:18+00:00,,
4575,30,24,0,6,hybrid,"human, agent",Refactor of error handling,2024-10-26 03:16:42+00:00,2024-11-04 23:30:54+00:00,
4574,9,9,0,0,human_only,human,feat(runtime): add versioned runtime image (base_name+oh_version) ,2024-10-26 02:34:44+00:00,2024-10-28 20:52:54+00:00,
4573,4,4,0,0,human_only,human,fix(controllor): make agent controller stops when encounter fatal observation,2024-10-26 01:51:49+00:00,2024-10-26 18:28:28+00:00,
4568,30,30,0,0,human_only,human,Use keyword matching for CodeAct microagents,2024-10-25 17:29:33+00:00,2024-11-09 16:25:03+00:00,
4567,10,3,0,7,hybrid,"human, agent",Load GitHub users list at startup for improved authentication performance,2024-10-25 16:02:35+00:00,2024-10-30 14:27:25+00:00,
4566,1,1,0,0,human_only,human,feat(eval): rewrite log_completions to save completions to directory,2024-10-25 16:02:30+00:00,2024-10-25 16:36:11+00:00,
4565,3,3,0,0,human_only,human,fix(eval): add runtime.connect to all eval harness,2024-10-25 15:57:33+00:00,2024-10-25 16:41:31+00:00,
4564,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group across 1 directory with 8 updates,2024-10-25 15:15:40+00:00,2024-10-25 18:07:16+00:00,
4563,30,24,0,6,hybrid,"human, agent",Major logging overhaul,2024-10-25 15:08:26+00:00,2024-10-29 06:30:51+00:00,
4562,30,27,1,2,hybrid,"bot, human, agent",[Evaluation] DiscoveryBench OpenHands Integration,2024-10-25 15:07:26+00:00,,
4561,1,0,1,0,bot_only,bot,chore(deps-dev): bump the eslint group in /frontend with 6 updates,2024-10-25 14:31:14+00:00,,
4560,3,3,0,0,human_only,human,Fix for docker leak,2024-10-25 13:14:34+00:00,2024-10-25 15:53:40+00:00,
4558,2,2,0,0,human_only,human,Refactor: shorter syntax,2024-10-25 00:12:42+00:00,2024-10-25 12:45:28+00:00,
4557,8,7,0,1,hybrid,"human, agent",Small refactor : EventStream as a dataclass,2024-10-24 23:40:46+00:00,2024-10-25 17:31:20+00:00,
4556,1,1,0,0,human_only,human,Fix broken remote runtime,2024-10-24 23:32:54+00:00,,
4554,2,2,0,0,human_only,human,Minor fixes for GitHub credential exchange,2024-10-24 19:52:47+00:00,2024-10-24 20:29:03+00:00,
4553,2,2,0,0,human_only,human,Feature: Minor refactor of SessionManager to make it a dataclass,2024-10-24 19:29:57+00:00,2024-10-24 20:32:05+00:00,
4552,1,1,0,0,human_only,human,feat(llm): update prompt caching list to include new sonnet,2024-10-24 19:23:07+00:00,2024-10-25 12:36:35+00:00,
4551,2,2,0,0,human_only,human,Fix for issue where we hammer docker needlessly,2024-10-24 19:20:42+00:00,2024-10-24 20:03:35+00:00,
4550,6,3,0,3,hybrid,"human, agent",Add job to update PR description with docker run command,2024-10-24 18:02:29+00:00,2024-10-30 20:42:03+00:00,
4549,13,13,0,0,human_only,human,"test(frontend): Test, refactor, and improve the chat interface",2024-10-24 17:38:06+00:00,2024-10-28 13:26:28+00:00,
4548,5,5,0,0,human_only,human,Fix conversation server lockup,2024-10-24 17:23:59+00:00,,
4547,9,9,0,0,human_only,human,"add catch all route, disable caching",2024-10-24 16:44:47+00:00,2024-10-24 19:06:18+00:00,
4546,5,5,0,0,human_only,human,fix(frontend): Fix loader checking unset config variable in window,2024-10-24 16:39:50+00:00,2024-10-25 12:14:40+00:00,
4543,1,0,1,0,bot_only,bot,chore(deps-dev): bump the eslint group in /frontend with 6 updates,2024-10-24 15:16:00+00:00,,
4542,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group with 6 updates,2024-10-24 14:55:41+00:00,,
4540,18,16,0,2,hybrid,"human, agent",Make templates more customizable,2024-10-24 09:17:31+00:00,,
4537,30,29,0,1,hybrid,"human, agent",feat(agent): CodeAct with function calling,2024-10-23 21:55:35+00:00,2024-10-29 03:06:33+00:00,
4536,30,28,0,2,hybrid,"human, agent",Document various runtimes,2024-10-23 18:51:59+00:00,2024-10-30 16:18:42+00:00,
4535,14,14,0,0,human_only,human,"test(frontend): Test, refactor, and improve the chat input",2024-10-23 18:23:44+00:00,2024-10-24 14:19:41+00:00,
4534,1,1,0,0,human_only,human,Update README.md to fix miniwob name,2024-10-23 17:51:43+00:00,2024-10-23 18:24:44+00:00,
4532,2,2,0,0,human_only,human,fix(remote runtime): retry on 429 error on remote build & log retries,2024-10-23 16:07:57+00:00,2024-10-23 18:07:11+00:00,
4531,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group across 1 directory with 19 updates,2024-10-23 15:10:57+00:00,2024-10-23 19:28:02+00:00,
4530,1,0,1,0,bot_only,bot,chore(deps-dev): bump the eslint group in /frontend with 6 updates,2024-10-23 14:27:53+00:00,,
4529,5,5,0,0,human_only,human,feat(frontend): Introduce `secrets` prop to hide from the terminal,2024-10-23 08:21:37+00:00,2024-10-29 19:18:01+00:00,
4528,2,2,0,0,human_only,human,(feat) function calling incl. unit tests (first draft),2024-10-23 03:36:14+00:00,,
4527,19,19,0,0,human_only,human,refactor: move bash related logic into `BashSession` for cleaner code,2024-10-23 03:10:39+00:00,2024-10-25 12:44:25+00:00,
4526,11,10,0,1,hybrid,"human, agent",Feature: Add ability to reconnect websockets,2024-10-23 01:50:17+00:00,2024-11-06 18:12:31+00:00,
4525,2,2,0,0,human_only,human,(feat) function calling incl. unit tests (first draft),2024-10-22 22:45:21+00:00,,
4524,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group across 1 directory with 19 updates,2024-10-22 21:21:54+00:00,,
4523,1,1,0,0,human_only,human,Release 0.11.0,2024-10-22 19:59:38+00:00,2024-10-22 20:43:14+00:00,
4522,1,1,0,0,human_only,human,[ALL-597] fix(frontend): Fetch `config.json` locally,2024-10-22 18:31:39+00:00,2024-10-22 19:31:29+00:00,
4521,1,1,0,0,human_only,human,[ALL-570] fix(frontend): Don't wrap filenames in the file explorer,2024-10-22 18:14:39+00:00,2024-10-22 19:31:42+00:00,
4520,1,1,0,0,human_only,human,Remove settings base container as it is not supported,2024-10-22 17:43:16+00:00,2024-10-22 18:15:00+00:00,
4519,1,0,0,1,agent_only,agent,Revert docker install in OpenHands app image,2024-10-22 17:07:35+00:00,2024-10-22 17:46:19+00:00,
4518,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group across 1 directory with 18 updates,2024-10-22 15:15:46+00:00,,
4517,1,0,1,0,bot_only,bot,chore(deps-dev): bump the eslint group in /frontend with 5 updates,2024-10-22 15:09:32+00:00,,
4516,2,2,0,0,human_only,human,Update evaluation README.md structure,2024-10-22 14:08:38+00:00,2024-10-22 14:42:22+00:00,
4515,2,2,0,0,human_only,human,[ALL-469] fix(frontend): Indicate that import projects require zips,2024-10-22 09:48:21+00:00,2024-10-22 18:15:08+00:00,
4513,3,3,0,0,human_only,human,[ALL-596] fix(frontend): Fix import project from sending request before runtime is active,2024-10-22 09:24:14+00:00,2024-10-22 18:04:49+00:00,
4512,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group across 1 directory with 17 updates,2024-10-22 08:28:28+00:00,,
4511,1,1,0,0,human_only,human,Mention `build-essential` dependency for ubuntu in dev doc,2024-10-22 08:25:32+00:00,2024-10-27 01:17:43+00:00,
4510,30,27,0,3,hybrid,"human, agent",[Experimental] Memory-enabled agent,2024-10-22 07:42:35+00:00,,
4509,3,3,0,0,human_only,human,[ALL-561] feat(frontend|backend): Display error messages in the chat,2024-10-22 07:25:30+00:00,2024-10-23 14:56:00+00:00,
4508,8,8,0,0,human_only,human,"Feat changed ""is_confirmed"" to ""confirmation_state""",2024-10-22 01:19:50+00:00,2024-10-24 19:35:14+00:00,
4505,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group across 1 directory with 18 updates,2024-10-21 21:28:55+00:00,,
4501,2,2,0,0,human_only,human,[ALL-594] chore(frontend): Add frontend error handling for failed requests,2024-10-21 17:05:22+00:00,2024-10-22 16:06:00+00:00,
4500,1,0,1,0,bot_only,bot,chore(deps): bump the version-all group across 1 directory with 18 updates,2024-10-21 15:00:01+00:00,,
4499,13,13,0,0,human_only,human,Remove AgentFinishAction,2024-10-21 14:42:03+00:00,,
4498,1,0,1,0,bot_only,bot,chore(deps-dev): bump the eslint group in /frontend with 5 updates,2024-10-21 14:36:25+00:00,,
